image_id,C,bin
001.Black_footed_Albatross/Black_Footed_Albatross_0046_18.jpg,86.80765440526991,high
001.Black_footed_Albatross/Black_Footed_Albatross_0002_55.jpg,46.57366505284293,high
001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,64.11664874539254,high
001.Black_footed_Albatross/Black_Footed_Albatross_0025_796057.jpg,16.510645734567102,low
001.Black_footed_Albatross/Black_Footed_Albatross_0086_796062.jpg,70.38079856582013,high
001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,27.97433255548853,mid
001.Black_footed_Albatross/Black_Footed_Albatross_0006_796065.jpg,13.613933020156942,low
001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,9.9261538603572,low
001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,8.612772619957962,low
001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,60.08788248103829,high
001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,24.768872600982622,low
001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,45.63010707450105,high
001.Black_footed_Albatross/Black_Footed_Albatross_0008_796083.jpg,5.706370923313564,low
001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,59.3729187245408,high
001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,19.824870685395563,low
001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,26.054652691508814,low
001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,11.865238298278168,low
001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg,50.30453392927146,high
001.Black_footed_Albatross/Black_Footed_Albatross_0076_417.jpg,12.82432862533754,low
001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,56.24620233340066,high
001.Black_footed_Albatross/Black_Footed_Albatross_0001_796111.jpg,7.80543725720014,low
001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,21.29319793060507,low
001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg,10.562893928793649,low
001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg,2.306363281717579,low
001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,20.926396308492848,low
001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg,52.34739410171452,high
001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,18.093574187742377,low
001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,6.9091945407442115,low
001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,34.40865415975767,mid
001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,63.859580112753605,high
002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,18.6082664456138,low
002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg,60.20238635926087,high
002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,23.840296842438768,low
002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,35.92068088904123,mid
002.Laysan_Albatross/Laysan_Albatross_0001_545.jpg,42.83553996585421,mid
002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,23.87909142464853,low
002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,31.310953757734488,mid
002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,11.861159319079567,low
002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,29.229745920344918,mid
002.Laysan_Albatross/Laysan_Albatross_0102_611.jpg,53.4133043901252,high
002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,9.89893564446592,low
002.Laysan_Albatross/Laysan_Albatross_0035_876.jpg,18.99306367134513,low
002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,31.356561598273633,mid
002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,62.260906866022886,high
002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,12.06049928495791,low
002.Laysan_Albatross/Laysan_Albatross_0058_637.jpg,10.100855831523726,low
002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,41.48441095428142,mid
002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,36.629215024033385,mid
002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,36.340063319106136,mid
002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,15.24481286990032,low
002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,11.378294819342562,low
002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,36.52882707071652,mid
002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,66.86759675026961,high
002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,14.56573901444773,low
002.Laysan_Albatross/Laysan_Albatross_0004_930.jpg,31.66704138759159,mid
002.Laysan_Albatross/Laysan_Albatross_0093_725.jpg,72.65498941487144,high
002.Laysan_Albatross/Laysan_Albatross_0021_737.jpg,58.356074943830386,high
002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,50.98433688574093,high
002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,42.15207727445532,mid
002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,23.174596861139193,low
003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,21.508799804870907,low
003.Sooty_Albatross/Sooty_Albatross_0044_1105.jpg,62.49477471063497,high
003.Sooty_Albatross/Sooty_Albatross_0071_1116.jpg,61.51728887729175,high
003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,16.841593795910704,low
003.Sooty_Albatross/Sooty_Albatross_0054_796347.jpg,18.995444357357286,low
003.Sooty_Albatross/Sooty_Albatross_0033_1128.jpg,38.637464284662194,mid
003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,9.213362746627043,low
003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,23.94998135186813,low
003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,90.49322510734521,high
003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,40.27458262100017,mid
003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,22.04067917490809,low
003.Sooty_Albatross/Sooty_Albatross_0049_796350.jpg,51.228433932997895,high
003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,40.56183105548447,mid
003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,22.878186277008925,low
003.Sooty_Albatross/Sooty_Albatross_0029_796357.jpg,4.100560481359591,low
003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,26.520181781717646,low
003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,21.586420644324434,low
003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,9.762754885657015,low
003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,38.763495283006634,mid
003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,23.767461665316514,low
003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,18.732214674814504,low
003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,43.03914516397074,mid
003.Sooty_Albatross/Sooty_Albatross_0067_796376.jpg,11.654366436531287,low
003.Sooty_Albatross/Sooty_Albatross_0066_796382.jpg,40.17688572567,mid
003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,20.569911210425783,low
003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,9.92978552651265,low
003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,39.703934894541824,mid
003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,12.952095603854676,low
