image_id,C,bin
image_06734.jpg,53.8872737519407,mid
image_06735.jpg,57.02792259637859,mid
image_06737.jpg,38.303603677287676,low
image_06742.jpg,43.43181342439913,low
image_06743.jpg,36.49610234927431,low
image_06745.jpg,31.32283669745948,low
image_06746.jpg,28.594656129553464,low
image_06748.jpg,41.59820680493611,low
image_06751.jpg,52.04863630871222,low
image_06752.jpg,39.35081510762282,low
image_06753.jpg,58.7962862892638,mid
image_06756.jpg,30.65426268002286,low
image_06757.jpg,33.96889087121766,low
image_06758.jpg,73.62102801623841,mid
image_06759.jpg,67.95099143849112,mid
image_06760.jpg,72.50847416432677,mid
image_06764.jpg,58.49707860001137,mid
image_06769.jpg,34.904690712044676,low
image_06770.jpg,29.601885276992004,low
image_06772.jpg,73.65098214354676,mid
image_05087.jpg,53.63475469232873,mid
image_05088.jpg,24.13488637396977,low
image_05089.jpg,51.58425305235367,low
image_05090.jpg,39.57715984115627,low
image_05092.jpg,28.48971882639404,low
image_05093.jpg,48.70519601023509,low
image_05094.jpg,61.7812758377852,mid
image_05095.jpg,21.42782774569522,low
image_05096.jpg,61.30453250849646,mid
image_05098.jpg,46.2941381976311,low
image_05099.jpg,22.229571188290205,low
image_05102.jpg,30.218743684467917,low
image_05103.jpg,22.34387071199787,low
image_05105.jpg,55.727116811511365,mid
image_05107.jpg,27.49327859188052,low
image_05109.jpg,80.00651629467953,mid
image_05110.jpg,17.029491886591526,low
image_05111.jpg,41.75813690977505,low
image_05112.jpg,40.03600345488447,low
image_05113.jpg,54.99093583836544,mid
image_05117.jpg,59.91739226716497,mid
image_05119.jpg,15.248136486683398,low
image_05121.jpg,50.50256873859527,low
image_05122.jpg,54.035951142096735,mid
image_05125.jpg,30.158466068091375,low
image_05126.jpg,38.603973112361885,low
image_05127.jpg,52.68442966520688,mid
image_05128.jpg,27.941407744845648,low
image_05129.jpg,20.29410054539203,low
image_05130.jpg,22.74274157628067,low
image_05131.jpg,34.028766933417245,low
image_05133.jpg,38.79454523500624,low
image_05134.jpg,16.660707955447435,low
image_05135.jpg,48.8090887145242,low
image_05136.jpg,22.94154660931041,low
image_05139.jpg,38.88732029459685,low
image_05140.jpg,23.462249173012207,low
image_05141.jpg,27.182715815944256,low
image_05143.jpg,62.26820269926221,mid
image_05144.jpg,35.941720212376254,low
image_06613.jpg,86.65854050489976,high
image_06615.jpg,58.78168753266614,mid
image_06617.jpg,36.835124107549156,low
image_06619.jpg,69.15764018510563,mid
image_06620.jpg,25.957662298678613,low
image_06621.jpg,87.70468779125503,high
image_06622.jpg,79.43491835703692,mid
image_06625.jpg,86.66136630292894,high
image_06627.jpg,32.314719798164894,low
image_06628.jpg,31.689350966114787,low
image_06629.jpg,102.41980389972191,high
image_06633.jpg,80.86367468223358,mid
image_06635.jpg,78.06977910488379,mid
image_06636.jpg,74.97733652723284,mid
image_06637.jpg,81.93031530431259,mid
image_06641.jpg,89.51628329548397,high
image_06643.jpg,79.93984239827812,mid
image_06648.jpg,59.2161672068299,mid
image_06649.jpg,38.18611902759371,low
image_06650.jpg,54.270116176029504,mid
image_05629.jpg,74.42657995664803,mid
image_05630.jpg,64.02821331114419,mid
image_05631.jpg,35.361453125036235,low
image_05632.jpg,37.30129328323998,low
image_05633.jpg,26.018468499742596,low
image_05639.jpg,60.4696033398615,mid
image_05641.jpg,32.80136200238006,low
image_05642.jpg,40.85969941983189,low
image_05643.jpg,78.1712852173007,mid
image_05644.jpg,73.67041533603465,mid
image_05645.jpg,71.43350313512433,mid
image_05646.jpg,34.04646289719392,low
image_05647.jpg,44.067032564786665,low
image_05649.jpg,110.65569390449735,high
image_05650.jpg,46.15174551794036,low
image_05652.jpg,49.75170728832957,low
image_05655.jpg,45.843648947433564,low
image_05656.jpg,72.90443772127279,mid
image_05657.jpg,50.26649818472995,low
image_05660.jpg,73.41149899460736,mid
image_05661.jpg,102.77701297859002,high
image_05665.jpg,67.24172441193546,mid
image_05666.jpg,27.454489762829013,low
image_05667.jpg,48.5420364903987,low
image_05668.jpg,40.76695605260217,low
image_05669.jpg,59.225212746020716,mid
image_05671.jpg,48.65227557577565,low
image_05673.jpg,70.45269435450322,mid
image_05675.jpg,32.53788552010443,low
image_05676.jpg,35.34261918427933,low
image_05677.jpg,45.087435611528505,low
image_05679.jpg,17.743213345802353,low
image_05680.jpg,78.37832374750212,mid
image_05681.jpg,44.585090546992,low
image_05682.jpg,84.15716298386747,high
image_05683.jpg,62.521788294217515,mid
image_05147.jpg,138.61791583161266,high
image_05148.jpg,99.87762544717367,high
image_05149.jpg,114.33840133795096,high
image_05150.jpg,120.95956368776177,high
image_05151.jpg,146.6832374835561,high
image_05152.jpg,146.72336189171713,high
image_05153.jpg,124.40150383535543,high
image_05154.jpg,143.7289059168932,high
image_05155.jpg,90.32228409118646,high
image_05156.jpg,130.6671572783246,high
image_05157.jpg,128.82951791791007,high
image_05158.jpg,116.03433149577558,high
image_05159.jpg,125.38963935928325,high
image_05160.jpg,120.34482647474866,high
image_05163.jpg,98.96320910089699,high
image_05165.jpg,124.91504627813399,high
image_05170.jpg,125.72144649270683,high
image_05171.jpg,143.54086533270743,high
image_05172.jpg,93.62741543166244,high
image_05173.jpg,134.74083849089214,high
image_05175.jpg,122.16004659972819,high
image_05176.jpg,122.18596155155727,high
image_05177.jpg,126.18337731782461,high
image_05180.jpg,122.45632214768388,high
image_05181.jpg,126.61815690109992,high
image_05183.jpg,110.0343114391818,high
image_05184.jpg,109.38907644828987,high
image_05188.jpg,91.24792917059837,high
image_05189.jpg,115.43732194379709,high
image_05190.jpg,138.65630535123216,high
