image_id,C_fg
001.Black_footed_Albatross/Black_Footed_Albatross_0046_18.jpg,81.88738095718966
001.Black_footed_Albatross/Black_Footed_Albatross_0002_55.jpg,48.555357759158646
001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,70.63004449461029
001.Black_footed_Albatross/Black_Footed_Albatross_0025_796057.jpg,16.858823910304626
001.Black_footed_Albatross/Black_Footed_Albatross_0086_796062.jpg,75.6385973377141
001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,31.468886027431402
001.Black_footed_Albatross/Black_Footed_Albatross_0006_796065.jpg,14.836134340796727
001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,13.7315731229472
001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,12.384744176085304
001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,64.97958708162025
001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,25.446465578601607
001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,47.01640906506195
001.Black_footed_Albatross/Black_Footed_Albatross_0008_796083.jpg,6.328306349145908
001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,60.53052694309819
001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,23.31419490075531
001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,26.853076617158433
001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,9.226616129281428
001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg,55.911381547288826
001.Black_footed_Albatross/Black_Footed_Albatross_0076_417.jpg,16.03492707320863
001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,51.19225623857567
001.Black_footed_Albatross/Black_Footed_Albatross_0001_796111.jpg,10.173450308681696
001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,27.309811665256632
001.Black_footed_Albatross/Black_Footed_Albatross_0082_796121.jpg,12.261345148486122
001.Black_footed_Albatross/Black_Footed_Albatross_0050_796125.jpg,3.0838482471502173
001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,26.542901165840885
001.Black_footed_Albatross/Black_Footed_Albatross_0045_796129.jpg,30.83945152341077
001.Black_footed_Albatross/Black_Footed_Albatross_0088_796133.jpg,22.402847611646777
001.Black_footed_Albatross/Black_Footed_Albatross_0003_796136.jpg,8.098852197027837
001.Black_footed_Albatross/Black_Footed_Albatross_0035_796140.jpg,42.43109225988789
001.Black_footed_Albatross/Black_Footed_Albatross_0058_796074.jpg,72.93793623045354
002.Laysan_Albatross/Laysan_Albatross_0002_1027.jpg,18.80964733294754
002.Laysan_Albatross/Laysan_Albatross_0082_524.jpg,61.49590678463228
002.Laysan_Albatross/Laysan_Albatross_0070_788.jpg,25.027456293362004
002.Laysan_Albatross/Laysan_Albatross_0053_543.jpg,48.60329135115857
002.Laysan_Albatross/Laysan_Albatross_0001_545.jpg,55.77091475146747
002.Laysan_Albatross/Laysan_Albatross_0023_1059.jpg,21.20814285443379
002.Laysan_Albatross/Laysan_Albatross_0060_777.jpg,23.818125928264628
002.Laysan_Albatross/Laysan_Albatross_0080_821.jpg,16.523142873078285
002.Laysan_Albatross/Laysan_Albatross_0091_602.jpg,30.29378033862512
002.Laysan_Albatross/Laysan_Albatross_0102_611.jpg,59.964340782301534
002.Laysan_Albatross/Laysan_Albatross_0017_614.jpg,10.157763203823043
002.Laysan_Albatross/Laysan_Albatross_0035_876.jpg,18.46125526223261
002.Laysan_Albatross/Laysan_Albatross_0098_621.jpg,30.339816188941246
002.Laysan_Albatross/Laysan_Albatross_0034_628.jpg,44.432433415494465
002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,22.83995954231608
002.Laysan_Albatross/Laysan_Albatross_0058_637.jpg,11.383936532857948
002.Laysan_Albatross/Laysan_Albatross_0028_643.jpg,37.483334846134355
002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,33.08012370506019
002.Laysan_Albatross/Laysan_Albatross_0075_668.jpg,42.81739922900438
002.Laysan_Albatross/Laysan_Albatross_0064_674.jpg,13.614544751884996
002.Laysan_Albatross/Laysan_Albatross_0049_918.jpg,11.823671018595057
002.Laysan_Albatross/Laysan_Albatross_0012_696.jpg,40.42878351610418
002.Laysan_Albatross/Laysan_Albatross_0037_699.jpg,78.12410567112076
002.Laysan_Albatross/Laysan_Albatross_0042_801.jpg,14.924675106612476
002.Laysan_Albatross/Laysan_Albatross_0004_930.jpg,18.023331559145618
002.Laysan_Albatross/Laysan_Albatross_0093_725.jpg,84.1157948576292
002.Laysan_Albatross/Laysan_Albatross_0021_737.jpg,49.97243033336157
002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg,55.630389430377036
002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg,36.97883139281942
002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg,21.41433448190009
003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg,22.59110208218494
003.Sooty_Albatross/Sooty_Albatross_0044_1105.jpg,45.07696850764462
003.Sooty_Albatross/Sooty_Albatross_0071_1116.jpg,71.07233407526255
003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg,16.633262875256584
003.Sooty_Albatross/Sooty_Albatross_0054_796347.jpg,25.2128236977671
003.Sooty_Albatross/Sooty_Albatross_0033_1128.jpg,45.724843724942154
003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg,10.55107249071988
003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg,13.690069779164594
003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg,93.53231441930303
003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg,36.02759778429849
003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg,17.54691634844488
003.Sooty_Albatross/Sooty_Albatross_0049_796350.jpg,54.62322541557555
003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg,39.70849616722994
003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg,28.422484083113673
003.Sooty_Albatross/Sooty_Albatross_0029_796357.jpg,4.9076479401904125
003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg,23.009840329667263
003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg,26.072081700616533
003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg,14.601098836694744
003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg,44.263014619683744
003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg,24.55966629873152
003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg,18.842286605455296
003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg,43.12194329843504
003.Sooty_Albatross/Sooty_Albatross_0067_796376.jpg,17.195119215170966
003.Sooty_Albatross/Sooty_Albatross_0066_796382.jpg,47.2140789423477
003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg,21.144393969772104
003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg,10.721180574515977
003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg,32.67367496105409
003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg,16.389584849559547
004.Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg,31.35222860963432
004.Groove_billed_Ani/Groove_Billed_Ani_0094_1540.jpg,38.74161186396683
004.Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg,50.371032397026504
004.Groove_billed_Ani/Groove_Billed_Ani_0037_1560.jpg,20.09343531348217
004.Groove_billed_Ani/Groove_Billed_Ani_0017_1561.jpg,51.27621495823087
004.Groove_billed_Ani/Groove_Billed_Ani_0031_1588.jpg,72.44990423650378
004.Groove_billed_Ani/Groove_Billed_Ani_0107_1590.jpg,59.100725411608536
004.Groove_billed_Ani/Groove_Billed_Ani_0035_1591.jpg,50.979532126445456
004.Groove_billed_Ani/Groove_Billed_Ani_0109_1592.jpg,37.87627980501171
004.Groove_billed_Ani/Groove_Billed_Ani_0075_1617.jpg,44.729041744127144
004.Groove_billed_Ani/Groove_Billed_Ani_0029_1620.jpg,37.10810956214518
004.Groove_billed_Ani/Groove_Billed_Ani_0108_1639.jpg,25.89505090131318
004.Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg,38.6337785254087
004.Groove_billed_Ani/Groove_Billed_Ani_0046_1663.jpg,30.136728363635264
004.Groove_billed_Ani/Groove_Billed_Ani_0053_1672.jpg,17.825561181028934
004.Groove_billed_Ani/Groove_Billed_Ani_0088_1678.jpg,52.81575862484899
004.Groove_billed_Ani/Groove_Billed_Ani_0082_1697.jpg,65.73414401092037
004.Groove_billed_Ani/Groove_Billed_Ani_0101_1700.jpg,54.97120499615197
004.Groove_billed_Ani/Groove_Billed_Ani_0010_1704.jpg,37.43390036545171
004.Groove_billed_Ani/Groove_Billed_Ani_0040_1715.jpg,50.06416145739176
004.Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg,46.64976857121918
004.Groove_billed_Ani/Groove_Billed_Ani_0059_1480.jpg,22.107316146078382
004.Groove_billed_Ani/Groove_Billed_Ani_0005_1750.jpg,24.350926851501097
004.Groove_billed_Ani/Groove_Billed_Ani_0014_1755.jpg,24.018386299959054
004.Groove_billed_Ani/Groove_Billed_Ani_0060_1505.jpg,52.062064854790684
004.Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg,32.135714244607485
004.Groove_billed_Ani/Groove_Billed_Ani_0062_1767.jpg,29.016816620135653
004.Groove_billed_Ani/Groove_Billed_Ani_0092_1516.jpg,27.520096795764456
004.Groove_billed_Ani/Groove_Billed_Ani_0009_1522.jpg,27.487814713109138
004.Groove_billed_Ani/Groove_Billed_Ani_0078_1780.jpg,33.76991266556155
005.Crested_Auklet/Crested_Auklet_0006_1813.jpg,65.55644714833684
005.Crested_Auklet/Crested_Auklet_0042_794902.jpg,16.845257553664677
005.Crested_Auklet/Crested_Auklet_0041_794910.jpg,63.21238695826843
005.Crested_Auklet/Crested_Auklet_0044_1825.jpg,42.07692856676459
005.Crested_Auklet/Crested_Auklet_0011_794927.jpg,18.360452159950583
005.Crested_Auklet/Crested_Auklet_0059_794929.jpg,45.43153748801446
005.Crested_Auklet/Crested_Auklet_0021_794938.jpg,27.829665237616975
